"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","289","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","22","test_invalid_pdk_from_env","Unit Tests","2026-08-27","passed","2026-08-27","Test","env_test","",""
"","308","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","2447","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","0","test_parse_csv","Unit Tests","2026-08-27","passed","2026-08-27","Test","capacitance_matrix_test","",""
"","311","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","4767","test_mom_cap__whiteboxed","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","287","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","2571","test_nfet_li1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","2026-08-27","failed","2026-08-27","","rcx25_R_sky130A_test","",""
"","2489","test_sideoverlap_fingered_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","0","test_normed_descending","Unit Tests","2026-08-27","passed","2026-08-27","NetCoupleKeyTest","extraction_results_test","",""
"","2482","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","0","test_forced_prefix","Unit Tests","2026-08-27","passed","2026-08-27","UnitFormatterTest","unit_formatter_test","",""
"","0","test_klayout_polygon_to_pb","Unit Tests","2026-08-27","passed","2026-08-27","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2454","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","2","test_netlist_reduction_2","Unit Tests","2026-08-27","passed","2026-08-27","Test","netlist_reducer_test","",""
"","2429","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","2","test_invalid_prefix","Unit Tests","2026-08-27","passed","2026-08-27","UnitFormatterTest","unit_formatter_test","",""
"","2424","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","2407","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","436","test_sideoverlap_complex_li1_m1","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","6","test_netlist_reduction_1","Unit Tests","2026-08-27","passed","2026-08-27","Test","netlist_json_test","",""
"","2","test_env_has_defaults","Unit Tests","2026-08-27","passed","2026-08-27","Test","env_test","",""
"","12740","test_single_plate_100um_x_100um_li1_over_substrate","kpex/FasterCap Extraction Tests","2026-08-27","failed","2026-08-27","","fastercap_test","",""
"","2468","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","2470","test_wire_voltage_divider_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","2026-08-27","failed","2026-08-27","","rcx25_R_sky130A_test","",""
"","2543","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","3","test_averaged_off_diagonals","Unit Tests","2026-08-27","passed","2026-08-27","Test","capacitance_matrix_test","",""
"","2457","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-27","passed","2026-08-27","","rcx25_CC_sky130A_test","",""
"","0","test_summarize_sideoverlap","Unit Tests","2026-08-27","passed","2026-08-27","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_write_csv","Unit Tests","2026-08-27","passed","2026-08-27","Test","capacitance_matrix_test","",""
"","0","test_boundary_cases","Unit Tests","2026-08-27","passed","2026-08-27","UnitFormatterTest","unit_formatter_test","",""
"","0","test_normed_ascending","Unit Tests","2026-08-27","passed","2026-08-27","NetCoupleKeyTest","extraction_results_test","",""
"","299","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","0","test_valid_pdk_from_env","Unit Tests","2026-08-27","passed","2026-08-27","Test","env_test","",""
"","0","test_klayout_region","Unit Tests","2026-08-27","passed","2026-08-27","ShapesConverterTest","shapes_pb2_converter_test","",""
"","308","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","288","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","0","test_render_enum_help__default__strenum__lowercased","Unit Tests","2026-08-27","passed","2026-08-27","Test","argparse_helpers_test","",""
"","0","test_summarize_overlap","Unit Tests","2026-08-27","passed","2026-08-27","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_render_enum_help__default__intenum","Unit Tests","2026-08-27","passed","2026-08-27","Test","argparse_helpers_test","",""
"","1","test_klayout_point_to_pb","Unit Tests","2026-08-27","passed","2026-08-27","ShapesConverterTest","shapes_pb2_converter_test","",""
"","3","test_fastercap_parse_capacitance_matrix","Unit Tests","2026-08-27","passed","2026-08-27","Test","fastercap_runner_test","",""
"","2501","test_contact_1x1_minsize_mcon","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","2026-08-27","failed","2026-08-27","","rcx25_R_sky130A_test","",""
"","0","test_klayout_box","Unit Tests","2026-08-27","passed","2026-08-27","ShapesConverterTest","shapes_pb2_converter_test","",""
"","288","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests","2026-08-27","passed","2026-08-27","","rcx25_test","",""
"","3","test_netlist_reduction_1","Unit Tests","2026-08-27","passed","2026-08-27","Test","netlist_reducer_test","",""
