"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2457","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 16:05:17 UTC 2026","passed","Tue Jan 20 16:05:19 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2512","test_wire_voltage_divider_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Tue Jan 20 16:05:45 UTC 2026","failed","Tue Jan 20 16:05:47 UTC 2026","","rcx25_R_sky130A_test","",""
"","2483","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 16:05:22 UTC 2026","passed","Tue Jan 20 16:05:24 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2605","test_sideoverlap_complex_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 16:05:32 UTC 2026","passed","Tue Jan 20 16:05:34 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2681","test_via_stack_1x1_minsize_poly_to_met5","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Tue Jan 20 16:05:47 UTC 2026","failed","Tue Jan 20 16:05:50 UTC 2026","","rcx25_R_sky130A_test","",""
"","2","test_summarize_sidewall","Unit Tests","Tue Jan 20 16:03:19 UTC 2026","passed","Tue Jan 20 16:03:19 UTC 2026","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_env_with_custom_variables","Unit Tests","Tue Jan 20 16:03:18 UTC 2026","passed","Tue Jan 20 16:03:18 UTC 2026","Test","env_test","",""
"","2493","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 16:05:07 UTC 2026","passed","Tue Jan 20 16:05:10 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2504","test_single_wire_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Tue Jan 20 16:05:40 UTC 2026","failed","Tue Jan 20 16:05:42 UTC 2026","","rcx25_R_sky130A_test","",""
"","321","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests","Tue Jan 20 16:05:54 UTC 2026","passed","Tue Jan 20 16:05:54 UTC 2026","","rcx25_test","",""
"","0","test_render_enum_help__default__strenum","Unit Tests","Tue Jan 20 16:03:19 UTC 2026","passed","Tue Jan 20 16:03:19 UTC 2026","Test","argparse_helpers_test","",""
