"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_auto_prefix","Unit Tests","2026-08-11","passed","2026-08-11","UnitFormatterTest","unit_formatter_test","",""
"","286","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","2026-08-11","passed","2026-08-11","","rcx25_test","",""
"","4898","test_mom_cap__whiteboxed","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-11","passed","2026-08-11","","rcx25_CC_sky130A_test","",""
"","286","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests","2026-08-11","passed","2026-08-11","","rcx25_test","",""
"","0","test_klayout_point","Unit Tests","2026-08-11","passed","2026-08-11","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2488","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-11","passed","2026-08-11","","rcx25_CC_sky130A_test","",""
"","10","test_fastcap_parse_capacitance_matrix","Unit Tests","2026-08-11","passed","2026-08-11","Test","fastcap_runner_test","",""
"","336","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests","2026-08-11","passed","2026-08-11","","rcx25_test","",""
"","0","test_klayout_polygon","Unit Tests","2026-08-11","passed","2026-08-11","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2","test_netlist_reduction_2","Unit Tests","2026-08-11","passed","2026-08-11","Test","netlist_reducer_test","",""
"","423","test_mom_cap__blackboxed","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-11","passed","2026-08-11","","rcx25_CC_sky130A_test","",""
"","2463","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-11","passed","2026-08-11","","rcx25_CC_sky130A_test","",""
"","347","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests","2026-08-11","passed","2026-08-11","","rcx25_test","",""
"","2569","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-11","passed","2026-08-11","","rcx25_CC_sky130A_test","",""
