"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_write_csv","Unit Tests","Thu Feb 19 17:24:04 UTC 2026","passed","Thu Feb 19 17:24:04 UTC 2026","Test","capacitance_matrix_test","",""
"","2683","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:45 UTC 2026","passed","Thu Feb 19 17:25:48 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2846","test_sideoverlap_complex_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:56 UTC 2026","passed","Thu Feb 19 17:25:59 UTC 2026","","rcx25_CC_sky130A_test","",""
"","389","test_sideoverlap_fingered_li1_m1","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:23 UTC 2026","passed","Thu Feb 19 17:26:23 UTC 2026","","rcx25_test","",""
"","319","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:20 UTC 2026","passed","Thu Feb 19 17:26:20 UTC 2026","","rcx25_test","",""
"","0","test_klayout_box_to_pb","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","ShapesConverterTest","shapes_pb2_converter_test","",""
"","4","test_averaged_off_diagonals","Unit Tests","Thu Feb 19 17:24:04 UTC 2026","passed","Thu Feb 19 17:24:04 UTC 2026","Test","capacitance_matrix_test","",""
"","2711","test_contact_1x1_minsize_mcon","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Feb 19 17:26:08 UTC 2026","failed","Thu Feb 19 17:26:10 UTC 2026","","rcx25_R_sky130A_test","",""
"","334","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:19 UTC 2026","passed","Thu Feb 19 17:26:19 UTC 2026","","rcx25_test","",""
"","2701","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:51 UTC 2026","passed","Thu Feb 19 17:25:53 UTC 2026","","rcx25_CC_sky130A_test","",""
"","544","test_sideoverlap_complex_li1_m1","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:23 UTC 2026","passed","Thu Feb 19 17:26:24 UTC 2026","","rcx25_test","",""
"","2","test_netlist_reduction_2","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","netlist_reducer_test","",""
"","460","test_mom_cap__blackboxed","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:26:04 UTC 2026","passed","Thu Feb 19 17:26:05 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2","test_render_enum_help__default__strenum","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","argparse_helpers_test","",""
"","3","test_fastercap_parse_capacitance_matrix","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","fastercap_runner_test","",""
"","326","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:21 UTC 2026","passed","Thu Feb 19 17:26:21 UTC 2026","","rcx25_test","",""
"","6","test_netlist_reduction_1","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","netlist_json_test","",""
"","2703","test_wire_voltage_divider_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Feb 19 17:26:10 UTC 2026","failed","Thu Feb 19 17:26:13 UTC 2026","","rcx25_R_sky130A_test","",""
"","0","test_forced_prefix","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","UnitFormatterTest","unit_formatter_test","",""
"","2838","test_via_stack_1x1_minsize_poly_to_met5","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Feb 19 17:26:13 UTC 2026","failed","Thu Feb 19 17:26:16 UTC 2026","","rcx25_R_sky130A_test","",""
"","0","test_normed_ascending","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","NetCoupleKeyTest","extraction_results_test","",""
"","2653","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:40 UTC 2026","passed","Thu Feb 19 17:25:43 UTC 2026","","rcx25_CC_sky130A_test","",""
"","1","test_env_has_defaults","Unit Tests","Thu Feb 19 17:24:04 UTC 2026","passed","Thu Feb 19 17:24:04 UTC 2026","Test","env_test","",""
"","0","test_klayout_polygon_to_pb","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","ShapesConverterTest","shapes_pb2_converter_test","",""
"","0","test_normed_descending","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","NetCoupleKeyTest","extraction_results_test","",""
"","0","test_klayout_box_to_pb__with_properties","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","ShapesConverterTest","shapes_pb2_converter_test","",""
"","0","test_auto_prefix","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","UnitFormatterTest","unit_formatter_test","",""
"","2","test_summarize_sideoverlap","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","CellExtractionResultsTest","extraction_results_test","",""
"","2670","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:37 UTC 2026","passed","Thu Feb 19 17:25:40 UTC 2026","","rcx25_CC_sky130A_test","",""
"","0","test_summarize_sidewall","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","CellExtractionResultsTest","extraction_results_test","",""
"","12","test_netlist_reduction_2","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","netlist_json_test","",""
"","395","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:19 UTC 2026","passed","Thu Feb 19 17:26:20 UTC 2026","","rcx25_test","",""
"","2719","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:43 UTC 2026","passed","Thu Feb 19 17:25:45 UTC 2026","","rcx25_CC_sky130A_test","",""
"","0","test_render_enum_help__default__intenum","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","argparse_helpers_test","",""
"","2733","test_single_wire_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Feb 19 17:26:05 UTC 2026","failed","Thu Feb 19 17:26:08 UTC 2026","","rcx25_R_sky130A_test","",""
"","391","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:22 UTC 2026","passed","Thu Feb 19 17:26:22 UTC 2026","","rcx25_test","",""
"","320","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:19 UTC 2026","passed","Thu Feb 19 17:26:19 UTC 2026","","rcx25_test","",""
"","0","test_boundary_cases","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","UnitFormatterTest","unit_formatter_test","",""
"","0","test_render_enum_help__nodefault__intenum","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","argparse_helpers_test","",""
"","2660","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:29 UTC 2026","passed","Thu Feb 19 17:25:32 UTC 2026","","rcx25_CC_sky130A_test","",""
"","5367","test_mom_cap__whiteboxed","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:59 UTC 2026","passed","Thu Feb 19 17:26:04 UTC 2026","","rcx25_CC_sky130A_test","",""
"","12834","test_single_plate_100um_x_100um_li1_over_substrate","kpex/FasterCap Extraction Tests","Thu Feb 19 17:25:11 UTC 2026","failed","Thu Feb 19 17:25:23 UTC 2026","","fastercap_test","",""
"","1","test_env_with_custom_variables","Unit Tests","Thu Feb 19 17:24:04 UTC 2026","passed","Thu Feb 19 17:24:04 UTC 2026","Test","env_test","",""
"","29","test_fastcap_parse_capacitance_matrix","Unit Tests","Thu Feb 19 17:24:04 UTC 2026","passed","Thu Feb 19 17:24:04 UTC 2026","Test","fastcap_runner_test","",""
"","2735","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:26 UTC 2026","passed","Thu Feb 19 17:25:29 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2","test_invalid_prefix","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","UnitFormatterTest","unit_formatter_test","",""
"","0","test_klayout_box","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2710","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:48 UTC 2026","passed","Thu Feb 19 17:25:51 UTC 2026","","rcx25_CC_sky130A_test","",""
"","0","test_parse_csv","Unit Tests","Thu Feb 19 17:24:04 UTC 2026","passed","Thu Feb 19 17:24:04 UTC 2026","Test","capacitance_matrix_test","",""
"","0","test_render_enum_help__default__strenum__lowercased","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","argparse_helpers_test","",""
"","2672","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:24 UTC 2026","passed","Thu Feb 19 17:25:26 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2794","test_sideoverlap_fingered_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Feb 19 17:25:53 UTC 2026","passed","Thu Feb 19 17:25:56 UTC 2026","","rcx25_CC_sky130A_test","",""
"","353","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests","Thu Feb 19 17:26:22 UTC 2026","passed","Thu Feb 19 17:26:22 UTC 2026","","rcx25_test","",""
"","30","test_netlist_expansion","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","netlist_expander_test","",""
"","4","test_netlist_reduction_1","Unit Tests","Thu Feb 19 17:24:05 UTC 2026","passed","Thu Feb 19 17:24:05 UTC 2026","Test","netlist_reducer_test","",""
