"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2181","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 15:57:05 UTC 2026","passed","Tue Jan 20 15:57:08 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2133","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 15:56:55 UTC 2026","passed","Tue Jan 20 15:56:57 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2219","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 15:57:03 UTC 2026","passed","Tue Jan 20 15:57:05 UTC 2026","","rcx25_CC_sky130A_test","",""
"","0","test_summarize_overlap","Unit Tests","Tue Jan 20 15:55:18 UTC 2026","passed","Tue Jan 20 15:55:18 UTC 2026","CellExtractionResultsTest","extraction_results_test","",""
"","2140","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 15:56:48 UTC 2026","passed","Tue Jan 20 15:56:50 UTC 2026","","rcx25_CC_sky130A_test","",""
"","0","test_klayout_polygon_to_pb","Unit Tests","Tue Jan 20 15:55:18 UTC 2026","passed","Tue Jan 20 15:55:18 UTC 2026","ShapesConverterTest","shapes_pb2_converter_test","",""
"","305","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests","Tue Jan 20 15:57:31 UTC 2026","passed","Tue Jan 20 15:57:31 UTC 2026","","rcx25_test","",""
"","291","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","Tue Jan 20 15:57:29 UTC 2026","passed","Tue Jan 20 15:57:30 UTC 2026","","rcx25_test","",""
"","0","test_render_enum_help__default__strenum__lowercased","Unit Tests","Tue Jan 20 15:55:18 UTC 2026","passed","Tue Jan 20 15:55:18 UTC 2026","Test","argparse_helpers_test","",""
"","296","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests","Tue Jan 20 15:57:30 UTC 2026","passed","Tue Jan 20 15:57:30 UTC 2026","","rcx25_test","",""
"","2139","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 15:56:44 UTC 2026","passed","Tue Jan 20 15:56:46 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2288","test_nfet_li1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Tue Jan 20 15:57:26 UTC 2026","failed","Tue Jan 20 15:57:28 UTC 2026","","rcx25_R_sky130A_test","",""
"","0","test_forced_prefix","Unit Tests","Tue Jan 20 15:55:18 UTC 2026","passed","Tue Jan 20 15:55:18 UTC 2026","UnitFormatterTest","unit_formatter_test","",""
"","0","test_boundary_cases","Unit Tests","Tue Jan 20 15:55:18 UTC 2026","passed","Tue Jan 20 15:55:18 UTC 2026","UnitFormatterTest","unit_formatter_test","",""
"","289","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests","Tue Jan 20 15:57:30 UTC 2026","passed","Tue Jan 20 15:57:30 UTC 2026","","rcx25_test","",""
"","2","test_write_csv","Unit Tests","Tue Jan 20 15:55:17 UTC 2026","passed","Tue Jan 20 15:55:17 UTC 2026","Test","capacitance_matrix_test","",""
"","286","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests","Tue Jan 20 15:57:28 UTC 2026","passed","Tue Jan 20 15:57:29 UTC 2026","","rcx25_test","",""
"","2136","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 15:56:50 UTC 2026","passed","Tue Jan 20 15:56:52 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2","test_klayout_box","Unit Tests","Tue Jan 20 15:55:18 UTC 2026","passed","Tue Jan 20 15:55:18 UTC 2026","ShapesConverterTest","shapes_pb2_converter_test","",""
"","0","test_klayout_box_to_pb__with_properties","Unit Tests","Tue Jan 20 15:55:18 UTC 2026","passed","Tue Jan 20 15:55:18 UTC 2026","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2156","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 15:57:01 UTC 2026","passed","Tue Jan 20 15:57:03 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2173","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Tue Jan 20 15:56:59 UTC 2026","passed","Tue Jan 20 15:57:01 UTC 2026","","rcx25_CC_sky130A_test","",""
"","2210","test_single_wire_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Tue Jan 20 15:57:17 UTC 2026","failed","Tue Jan 20 15:57:19 UTC 2026","","rcx25_R_sky130A_test","",""
