"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_render_enum_help__nodefault__intenum","Unit Tests","2026-08-17","passed","2026-08-17","Test","argparse_helpers_test","",""
"","286","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","2026-08-17","passed","2026-08-17","","rcx25_test","",""
"","1","test_render_enum_help__default__intenum","Unit Tests","2026-08-17","passed","2026-08-17","Test","argparse_helpers_test","",""
"","2488","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-17","passed","2026-08-17","","rcx25_CC_sky130A_test","",""
"","288","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests","2026-08-17","passed","2026-08-17","","rcx25_test","",""
"","297","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests","2026-08-17","passed","2026-08-17","","rcx25_test","",""
"","2440","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-17","passed","2026-08-17","","rcx25_CC_sky130A_test","",""
"","20","test_invalid_pdk_from_env","Unit Tests","2026-08-17","passed","2026-08-17","Test","env_test","",""
"","2468","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-08-17","passed","2026-08-17","","rcx25_CC_sky130A_test","",""
"","2531","test_contact_1x1_minsize_mcon","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","2026-08-17","failed","2026-08-17","","rcx25_R_sky130A_test","",""
"","2","test_klayout_box","Unit Tests","2026-08-17","passed","2026-08-17","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2","test_valid_pdk_from_env","Unit Tests","2026-08-17","passed","2026-08-17","Test","env_test","",""
"","2","test_klayout_region","Unit Tests","2026-08-17","passed","2026-08-17","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2","test_invalid_prefix","Unit Tests","2026-08-17","passed","2026-08-17","UnitFormatterTest","unit_formatter_test","",""
"","8","test_fastcap_parse_capacitance_matrix","Unit Tests","2026-08-17","passed","2026-08-17","Test","fastcap_runner_test","",""
"","2","test_render_enum_help__default__strenum","Unit Tests","2026-08-17","passed","2026-08-17","Test","argparse_helpers_test","",""
"","393","test_sideoverlap_fingered_li1_m1","kpex/2.5D Extraction Tests","2026-08-17","passed","2026-08-17","","rcx25_test","",""
"","353","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests","2026-08-17","passed","2026-08-17","","rcx25_test","",""
