"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","347","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests","Mon Feb 16 17:31:30 UTC 2026","passed","Mon Feb 16 17:31:30 UTC 2026","","rcx25_test","",""
"","2651","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Mon Feb 16 17:30:44 UTC 2026","passed","Mon Feb 16 17:30:47 UTC 2026","","rcx25_CC_sky130A_test","",""
"","321","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","Mon Feb 16 17:31:29 UTC 2026","passed","Mon Feb 16 17:31:29 UTC 2026","","rcx25_test","",""
"","2692","test_wire_voltage_divider_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Mon Feb 16 17:31:20 UTC 2026","failed","Mon Feb 16 17:31:22 UTC 2026","","rcx25_R_sky130A_test","",""
"","2732","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Mon Feb 16 17:30:36 UTC 2026","passed","Mon Feb 16 17:30:39 UTC 2026","","rcx25_CC_sky130A_test","",""
"","12","test_netlist_reduction_2","Unit Tests","Mon Feb 16 17:29:13 UTC 2026","passed","Mon Feb 16 17:29:13 UTC 2026","Test","netlist_json_test","",""
"","399","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests","Mon Feb 16 17:31:29 UTC 2026","passed","Mon Feb 16 17:31:29 UTC 2026","","rcx25_test","",""
"","0","test_summarize_sidewall","Unit Tests","Mon Feb 16 17:29:13 UTC 2026","passed","Mon Feb 16 17:29:13 UTC 2026","CellExtractionResultsTest","extraction_results_test","",""
"","2685","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Mon Feb 16 17:30:47 UTC 2026","passed","Mon Feb 16 17:30:50 UTC 2026","","rcx25_CC_sky130A_test","",""
"","1","test_invalid_prefix","Unit Tests","Mon Feb 16 17:29:13 UTC 2026","passed","Mon Feb 16 17:29:13 UTC 2026","UnitFormatterTest","unit_formatter_test","",""
