"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2577","test_nfet_li1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Oct 30 14:30:41 UTC 2025","failed","Thu Oct 30 14:30:44 UTC 2025","","rcx25_R_sky130A_test","",""
"","1","test_klayout_polygon","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2429","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:08 UTC 2025","passed","Thu Oct 30 14:30:10 UTC 2025","","rcx25_CC_sky130A_test","",""
"","0","test_summarize_sideoverlap","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","CellExtractionResultsTest","extraction_results_test","",""
"","319","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:45 UTC 2025","passed","Thu Oct 30 14:30:46 UTC 2025","","rcx25_test","",""
"","4","test_fastercap_parse_capacitance_matrix","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","fastercap_runner_test","",""
"","998","test_fastercap_model_generator","Unit Tests","Thu Oct 30 14:28:37 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","","fastercap_model_generator_test","",""
"","336","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:47 UTC 2025","passed","Thu Oct 30 14:30:48 UTC 2025","","rcx25_test","",""
"","2475","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:10 UTC 2025","passed","Thu Oct 30 14:30:13 UTC 2025","","rcx25_CC_sky130A_test","",""
"","2448","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:06 UTC 2025","passed","Thu Oct 30 14:30:08 UTC 2025","","rcx25_CC_sky130A_test","",""
"","325","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:45 UTC 2025","passed","Thu Oct 30 14:30:45 UTC 2025","","rcx25_test","",""
"","315","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:44 UTC 2025","passed","Thu Oct 30 14:30:44 UTC 2025","","rcx25_test","",""
"","451","test_mom_cap__blackboxed","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:30 UTC 2025","passed","Thu Oct 30 14:30:31 UTC 2025","","rcx25_CC_sky130A_test","",""
"","0","test_klayout_point","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","ShapesConverterTest","shapes_pb2_converter_test","",""
"","339","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:46 UTC 2025","passed","Thu Oct 30 14:30:47 UTC 2025","","rcx25_test","",""
"","318","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:46 UTC 2025","passed","Thu Oct 30 14:30:46 UTC 2025","","rcx25_test","",""
"","2445","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:01 UTC 2025","passed","Thu Oct 30 14:30:03 UTC 2025","","rcx25_CC_sky130A_test","",""
"","0","test_normed_descending","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","NetCoupleKeyTest","extraction_results_test","",""
"","0","test_boundary_cases","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","UnitFormatterTest","unit_formatter_test","",""
"","316","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:45 UTC 2025","passed","Thu Oct 30 14:30:45 UTC 2025","","rcx25_test","",""
"","1","test_klayout_polygon_to_pb","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","ShapesConverterTest","shapes_pb2_converter_test","",""
"","0","test_klayout_box","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2502","test_sideoverlap_fingered_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:20 UTC 2025","passed","Thu Oct 30 14:30:23 UTC 2025","","rcx25_CC_sky130A_test","",""
"","1","test_env_has_defaults","Unit Tests","Thu Oct 30 14:28:37 UTC 2025","passed","Thu Oct 30 14:28:37 UTC 2025","Test","env_test","",""
"","4","test_netlist_reduction_1","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","netlist_reducer_test","",""
"","2486","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:15 UTC 2025","passed","Thu Oct 30 14:30:18 UTC 2025","","rcx25_CC_sky130A_test","",""
"","2530","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:29:56 UTC 2025","passed","Thu Oct 30 14:29:58 UTC 2025","","rcx25_CC_sky130A_test","",""
"","0","test_parse_csv","Unit Tests","Thu Oct 30 14:28:37 UTC 2025","passed","Thu Oct 30 14:28:37 UTC 2025","Test","capacitance_matrix_test","",""
"","2494","test_single_wire_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Oct 30 14:30:31 UTC 2025","passed","Thu Oct 30 14:30:33 UTC 2025","","rcx25_R_sky130A_test","",""
"","2442","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:29:58 UTC 2025","passed","Thu Oct 30 14:30:01 UTC 2025","","rcx25_CC_sky130A_test","",""
"","308","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:29:53 UTC 2025","passed","Thu Oct 30 14:29:53 UTC 2025","","rcx25_CC_sky130A_test","",""
"","1","test_netlist_reduction_2","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","netlist_reducer_test","",""
"","2651","test_via_stack_1x1_minsize_poly_to_met5","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Oct 30 14:30:38 UTC 2025","failed","Thu Oct 30 14:30:41 UTC 2025","","rcx25_R_sky130A_test","",""
"","11756","test_single_plate_100um_x_100um_li1_over_substrate","kpex/FasterCap Extraction Tests","Thu Oct 30 14:29:41 UTC 2025","failed","Thu Oct 30 14:29:53 UTC 2025","","fastercap_test","",""
"","2","test_forced_prefix","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","UnitFormatterTest","unit_formatter_test","",""
"","378","test_sideoverlap_fingered_li1_m1","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:48 UTC 2025","passed","Thu Oct 30 14:30:48 UTC 2025","","rcx25_test","",""
"","12","test_netlist_reduction_2","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","netlist_json_test","",""
"","0","test_klayout_region","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2","test_write_csv","Unit Tests","Thu Oct 30 14:28:37 UTC 2025","passed","Thu Oct 30 14:28:37 UTC 2025","Test","capacitance_matrix_test","",""
"","0","test_summarize_sidewall","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_klayout_point_to_pb","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","ShapesConverterTest","shapes_pb2_converter_test","",""
"","0","test_render_enum_help__default__strenum","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","argparse_helpers_test","",""
"","0","test_summarize_overlap","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","CellExtractionResultsTest","extraction_results_test","",""
"","5030","test_mom_cap__whiteboxed","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:25 UTC 2025","passed","Thu Oct 30 14:30:30 UTC 2025","","rcx25_CC_sky130A_test","",""
"","0","test_auto_prefix","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","UnitFormatterTest","unit_formatter_test","",""
"","0","test_render_enum_help__default__intenum","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","argparse_helpers_test","",""
"","1","test_klayout_box_to_pb","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","ShapesConverterTest","shapes_pb2_converter_test","",""
"","2498","test_wire_voltage_divider_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Oct 30 14:30:36 UTC 2025","passed","Thu Oct 30 14:30:38 UTC 2025","","rcx25_R_sky130A_test","",""
"","481","test_sideoverlap_complex_li1_m1","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:48 UTC 2025","passed","Thu Oct 30 14:30:49 UTC 2025","","rcx25_test","",""
"","0","test_env_with_custom_variables","Unit Tests","Thu Oct 30 14:28:37 UTC 2025","passed","Thu Oct 30 14:28:37 UTC 2025","Test","env_test","",""
"","0","test_invalid_prefix","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","UnitFormatterTest","unit_formatter_test","",""
"","2441","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:29:53 UTC 2025","passed","Thu Oct 30 14:29:56 UTC 2025","","rcx25_CC_sky130A_test","",""
"","330","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:44 UTC 2025","passed","Thu Oct 30 14:30:44 UTC 2025","","rcx25_test","",""
"","376","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:47 UTC 2025","passed","Thu Oct 30 14:30:47 UTC 2025","","rcx25_test","",""
"","6","test_netlist_reduction_1","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","netlist_json_test","",""
"","2440","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:03 UTC 2025","passed","Thu Oct 30 14:30:06 UTC 2025","","rcx25_CC_sky130A_test","",""
"","3","test_averaged_off_diagonals","Unit Tests","Thu Oct 30 14:28:37 UTC 2025","passed","Thu Oct 30 14:28:37 UTC 2025","Test","capacitance_matrix_test","",""
"","2600","test_sideoverlap_complex_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:23 UTC 2025","passed","Thu Oct 30 14:30:25 UTC 2025","","rcx25_CC_sky130A_test","",""
"","388","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:44 UTC 2025","passed","Thu Oct 30 14:30:45 UTC 2025","","rcx25_test","",""
"","29","test_fastcap_parse_capacitance_matrix","Unit Tests","Thu Oct 30 14:28:37 UTC 2025","passed","Thu Oct 30 14:28:37 UTC 2025","Test","fastcap_runner_test","",""
"","2448","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:18 UTC 2025","passed","Thu Oct 30 14:30:20 UTC 2025","","rcx25_CC_sky130A_test","",""
"","2457","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","Thu Oct 30 14:30:13 UTC 2025","passed","Thu Oct 30 14:30:15 UTC 2025","","rcx25_CC_sky130A_test","",""
"","1","test_klayout_box_to_pb__with_properties","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","ShapesConverterTest","shapes_pb2_converter_test","",""
"","1","test_normed_ascending","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","NetCoupleKeyTest","extraction_results_test","",""
"","341","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests","Thu Oct 30 14:30:46 UTC 2025","passed","Thu Oct 30 14:30:46 UTC 2025","","rcx25_test","",""
"","0","test_render_enum_help__nodefault__intenum","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","argparse_helpers_test","",""
"","0","test_render_enum_help__default__strenum__lowercased","Unit Tests","Thu Oct 30 14:28:38 UTC 2025","passed","Thu Oct 30 14:28:38 UTC 2025","Test","argparse_helpers_test","",""
"","2512","test_contact_1x1_minsize_mcon","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","Thu Oct 30 14:30:33 UTC 2025","passed","Thu Oct 30 14:30:36 UTC 2025","","rcx25_R_sky130A_test","",""
